City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,xam nua,20.42,104.04,68.63,88,39,2.55,LA,1590943128
271,chimbote,-9.09,-78.58,72.77,70,59,10.09,PE,1590942839
272,keuruu,62.27,24.7,68.0,40,82,13.87,FI,1590943128
273,xacmaz,41.46,48.81,61.43,75,2,9.33,AZ,1590943128
274,ilulissat,69.22,-51.1,39.2,64,75,8.05,GL,1590943128
275,buala,-8.14,159.59,79.9,78,99,0.65,SB,1590943128
276,mount gambier,-37.83,140.77,48.2,87,75,19.46,AU,1590943128
277,wahiawa,21.5,-158.02,73.0,88,1,5.82,US,1590943129
278,hoa binh,20.81,105.34,86.0,70,71,8.05,VN,1590943129
279,taoudenni,22.68,-3.98,111.79,8,84,9.04,ML,1590943129
280,mahebourg,-20.41,57.7,73.4,83,40,5.82,MU,1590943129
281,half moon bay,37.46,-122.43,64.0,67,90,6.93,US,1590943047
282,aswan,24.09,32.91,89.64,11,0,11.54,EG,1590943129
283,tombouctou,20.0,-3.0,108.09,12,64,8.61,ML,1590943129
284,ponta delgada,37.73,-25.67,62.6,88,75,13.87,PT,1590943129
285,vancouver,49.25,-123.12,52.0,93,90,9.17,CA,1590942887
286,okhotsk,59.38,143.3,35.87,90,62,7.18,RU,1590943130
287,la ronge,55.1,-105.28,68.0,40,75,10.29,CA,1590943130
288,sompeta,18.93,84.6,84.58,82,77,14.18,IN,1590943130
289,srivardhan,18.03,73.02,84.96,79,100,3.51,IN,1590943130
290,brookhaven,31.58,-90.44,82.99,65,3,5.55,US,1590943130
291,kulhudhuffushi,6.62,73.07,83.7,76,98,15.88,MV,1590943131
292,papetoai,-17.5,-149.87,75.2,88,0,2.24,PF,1590943131
293,sao jose da coroa grande,-8.9,-35.15,80.17,77,84,2.33,BR,1590943131
294,saint-georges,12.06,-61.75,84.2,74,75,19.46,GD,1590943131
295,inhambane,-23.86,35.38,75.2,73,40,4.7,MZ,1590943112
296,catalina,32.51,-110.92,93.0,22,15,1.99,US,1590943131
297,cairns,-16.92,145.77,69.8,94,28,8.05,AU,1590943087
298,lorengau,-2.02,147.27,82.0,72,74,4.68,PG,1590943132
299,cidreira,-30.18,-50.21,66.88,75,46,9.82,BR,1590943132
300,mount isa,-20.73,139.5,60.8,44,0,1.12,AU,1590943132
301,disraeli,45.9,-71.35,44.01,58,29,5.99,CA,1590943132
302,tokmak,47.25,35.71,61.68,73,75,7.58,UA,1590943132
303,la palma,33.85,-118.05,71.01,68,75,4.7,US,1590943069
304,uthal,25.81,66.62,84.07,81,23,7.85,PK,1590943133
305,kovdor,67.57,30.48,42.57,97,100,3.18,RU,1590943133
306,kirakira,-10.45,161.92,79.83,80,97,5.21,SB,1590943134
307,valparaiso,-33.04,-71.63,60.8,63,0,4.7,CL,1590943134
308,jalapa,19.53,-96.92,73.99,55,79,4.72,MX,1590943135
309,entre rios,-11.94,-38.08,81.0,68,42,7.92,BR,1590943135
310,tres arroyos,-38.37,-60.28,51.1,68,87,15.95,AR,1590943135
311,isabela,6.71,121.97,78.8,94,20,1.12,PH,1590943135
312,sochi,43.6,39.73,68.0,72,80,8.95,RU,1590943135
313,barcelos,41.54,-8.62,78.01,82,20,11.41,PT,1590942851
314,harsin,34.27,47.59,78.8,4,0,9.17,IR,1590943136
315,soria,41.67,-2.67,61.0,81,96,3.0,ES,1590943136
316,yulara,-25.24,130.99,48.2,42,0,8.05,AU,1590943136
317,florianopolis,-27.61,-48.5,80.6,30,52,9.17,BR,1590943136
318,sao filipe,14.9,-24.5,76.08,72,21,10.0,CV,1590943136
319,maningrida,-12.07,134.27,70.65,92,49,7.45,AU,1590943136
320,santa isabel,-23.32,-46.22,75.2,36,35,11.41,BR,1590943137
321,naze,28.37,129.48,77.0,94,90,4.7,JP,1590943137
322,vallenar,-28.57,-70.76,71.19,43,16,7.58,CL,1590943137
323,kislyakovskaya,46.44,39.67,60.64,75,13,5.41,RU,1590943137
324,rocha,-34.48,-54.33,54.21,68,95,22.01,UY,1590943137
325,sembe,1.65,14.58,78.37,81,91,1.99,CG,1590943138
326,clarence town,-32.58,151.78,54.0,93,20,3.13,AU,1590943138
327,tolaga bay,-38.37,178.3,58.59,86,100,17.38,NZ,1590943138
328,mahibadhoo,3.78,72.97,83.37,77,95,11.74,MV,1590943138
329,isangel,-19.55,169.27,75.42,82,0,3.42,VU,1590943138
330,nome,64.5,-165.41,62.6,48,40,8.05,US,1590943138
331,zyryanovsk,49.74,84.27,53.94,71,1,1.45,KZ,1590943138
332,ullapool,57.9,-5.16,71.01,58,47,5.01,GB,1590943139
333,bentiu,9.23,29.83,88.86,44,21,6.71,SS,1590943139
334,ulaangom,49.98,92.07,56.89,36,43,2.01,MN,1590943139
335,le lorrain,14.83,-61.06,87.8,66,40,19.46,MQ,1590943139
336,namibe,-15.2,12.15,77.0,69,0,12.75,AO,1590943139
337,teya,60.38,92.63,46.9,86,100,7.07,RU,1590943139
338,magadan,59.57,150.8,36.99,90,15,5.01,RU,1590943139
339,terney,45.05,136.61,51.12,70,0,4.34,RU,1590943139
340,lloydminster,53.28,-110.0,64.4,55,75,24.16,CA,1590943140
341,marienburg,54.04,19.03,64.99,54,2,18.34,PL,1590943140
342,manta,-0.95,-80.73,80.6,74,97,8.05,EC,1590942969
343,goderich,43.75,-81.72,53.01,75,0,9.35,CA,1590943140
344,nicoya,10.15,-85.45,82.4,74,75,4.7,CR,1590943140
345,liberal,37.04,-100.92,80.6,39,1,21.92,US,1590943140
346,severo-kurilsk,50.68,156.12,39.58,75,87,5.66,RU,1590943140
347,mahanoro,-19.9,48.8,72.1,86,7,2.13,MG,1590943140
348,taybad,34.74,60.78,81.79,13,0,10.4,IR,1590943141
349,kerema,-7.96,145.78,78.39,87,99,5.3,PG,1590943141
350,davidson,36.15,-86.78,77.0,38,20,12.75,US,1590943141
351,itarema,-2.92,-39.92,83.64,74,98,11.72,BR,1590943141
352,makakilo city,21.35,-158.09,73.4,77,1,4.7,US,1590942897
353,pallasovka,50.05,46.88,63.48,67,1,9.44,RU,1590943047
354,narsaq,60.92,-46.05,49.91,49,100,3.76,GL,1590943141
355,chihuahua,28.5,-106.0,77.0,33,40,16.11,MX,1590942862
356,marsh harbour,26.54,-77.06,79.05,68,62,3.74,BS,1590943142
357,nanzhang,31.78,111.84,71.11,60,23,4.14,CN,1590943142
358,lensk,60.73,114.93,44.35,59,1,3.0,RU,1590943142
359,lagoa,39.05,-27.98,62.33,81,80,14.92,PT,1590943142
360,gejiu,23.31,103.16,60.04,99,28,1.66,CN,1590943142
361,tual,-5.67,132.75,82.42,83,66,18.59,ID,1590943143
362,sur,22.57,59.53,93.7,48,50,13.71,OM,1590943143
363,west bay,19.37,-81.42,86.0,74,20,11.41,KY,1590943020
364,wawa,9.9,4.42,94.15,43,18,4.47,NG,1590943143
365,swift current,50.28,-107.8,66.2,63,1,25.28,CA,1590943143
366,kamina,-8.74,24.99,72.79,51,15,3.98,CD,1590943143
367,hasaki,35.73,140.83,64.4,88,75,2.24,JP,1590943144
368,shingu,33.73,135.98,62.29,90,98,6.87,JP,1590943144
369,nishihara,26.18,127.76,80.6,78,90,10.29,JP,1590943144
370,belaya gora,68.53,146.42,42.76,58,89,4.68,RU,1590943144
371,anderson,34.53,-82.65,79.0,54,1,9.17,US,1590943145
372,pierre,44.37,-100.35,71.01,68,20,17.22,US,1590942901
373,broken hill,-31.95,141.43,51.8,62,33,14.99,AU,1590943145
374,fukue,32.69,128.84,68.72,88,93,3.89,JP,1590943145
375,oga,46.46,10.35,59.0,55,20,12.75,IT,1590943146
376,kirkwall,58.98,-2.96,59.0,67,0,14.99,GB,1590943146
377,groningen,53.25,6.75,69.01,52,100,13.87,NL,1590943018
378,hami,42.8,93.45,74.75,21,0,8.25,CN,1590943147
379,moultrie,31.18,-83.79,86.0,48,1,4.7,US,1590943147
380,grindavik,63.84,-22.43,48.2,70,40,13.87,IS,1590943147
381,biu,10.61,12.19,75.52,83,100,10.89,NG,1590943147
382,slyudyanka,51.66,103.71,49.32,78,94,4.97,RU,1590943147
383,whitefish,48.41,-114.34,55.4,87,90,14.99,US,1590943148
384,russell,32.35,-85.2,84.2,45,1,4.7,US,1590943148
385,magdagachi,53.45,125.8,40.96,96,76,4.38,RU,1590943148
386,kaduqli,11.02,29.72,96.33,19,15,7.52,SD,1590943148
387,lompoc,34.64,-120.46,61.0,77,90,11.41,US,1590942904
388,chernyshevskiy,63.01,112.47,44.15,62,60,3.69,RU,1590943148
389,puerto leguizamo,-0.19,-74.78,82.29,72,98,3.47,CO,1590943148
390,champawat,29.33,80.1,58.86,89,54,5.03,IN,1590943149
391,preobrazheniye,42.9,133.91,51.44,71,0,0.96,RU,1590943149
392,salamiyah,35.01,37.05,73.69,31,10,11.01,SY,1590943149
393,larap,14.3,122.65,79.5,87,37,5.86,PH,1590943149
394,tura,25.52,90.22,72.28,95,0,2.93,IN,1590943150
395,tromso,69.65,18.96,59.0,54,69,19.46,NO,1590942985
396,itoman,26.12,127.67,80.6,100,75,5.82,JP,1590943150
397,ngunguru,-35.62,174.5,60.01,98,100,15.99,NZ,1590943150
398,araouane,18.9,-3.53,105.69,15,96,2.71,ML,1590943150
399,acapulco,16.86,-99.89,80.6,69,5,9.17,MX,1590943150
400,san borja,-14.82,-66.85,89.15,45,0,3.31,BO,1590943151
401,hanzhong,33.07,107.03,67.6,63,74,2.13,CN,1590943151
402,kathmandu,27.72,85.32,69.8,88,75,1.86,NP,1590942869
403,te anau,-45.42,167.72,38.1,77,2,0.81,NZ,1590943151
404,tomatlan,19.93,-105.25,85.71,54,25,6.87,MX,1590943151
405,tungor,53.38,142.96,37.74,92,100,7.54,RU,1590943151
406,port macquarie,-31.43,152.92,52.0,93,8,3.36,AU,1590943152
407,havelock,34.88,-76.9,80.01,54,20,16.11,US,1590943152
408,portland,45.52,-122.68,55.99,71,90,3.36,US,1590943066
409,la rioja,42.25,-2.5,66.2,82,98,1.12,ES,1590943152
410,sarkand,45.41,79.92,65.62,32,0,5.39,KZ,1590943152
411,zhigansk,66.77,123.37,40.24,93,100,9.1,RU,1590943152
412,makat,47.65,53.35,76.06,33,47,12.86,KZ,1590943152
413,babai,22.7,77.93,93.58,20,69,2.01,IN,1590943153
414,jasper,37.2,-94.35,80.01,53,1,8.05,US,1590942881
415,yabrud,33.97,36.66,82.4,20,0,18.34,SY,1590943153
416,grenada,37.19,-3.61,64.99,72,75,11.41,ES,1590942955
417,vao,-22.67,167.48,71.47,69,53,11.48,NC,1590943153
418,venado tuerto,-33.75,-61.97,57.0,37,0,15.99,AR,1590943154
419,port hardy,50.7,-127.42,55.4,62,40,5.82,CA,1590943076
420,caravelas,-17.71,-39.25,78.19,61,60,7.45,BR,1590943154
421,shimoda,34.67,138.95,59.0,93,100,6.33,JP,1590943154
422,bafq,31.61,55.41,94.5,10,38,6.02,IR,1590943154
423,wanning,18.8,110.4,82.42,88,4,12.06,CN,1590943155
424,huarmey,-10.07,-78.15,73.71,67,69,10.76,PE,1590943156
425,sosua,19.77,-70.52,91.0,66,20,9.17,DO,1590943156
426,constantine,36.37,6.61,80.6,28,75,10.29,DZ,1590943143
427,marystown,47.17,-55.15,56.35,88,94,18.32,CA,1590943156
428,lewistown,40.6,-77.57,66.99,39,1,3.36,US,1590943157
429,lashio,22.93,97.75,67.8,98,40,0.74,MM,1590943129
430,porangatu,-13.44,-49.15,86.88,41,43,1.16,BR,1590943157
431,vaitape,-16.52,-151.75,80.42,81,21,14.45,PF,1590943157
432,shenkursk,62.11,42.9,49.37,55,77,9.15,RU,1590943157
433,hvide sande,56.0,8.13,69.8,40,100,10.29,DK,1590943158
434,pauini,-7.71,-66.98,86.74,67,53,3.38,BR,1590943158
435,soyo,-6.13,12.37,82.4,78,40,5.82,AO,1590943158
436,oranjemund,-28.55,16.43,64.53,40,0,5.12,NA,1590943158
437,hirara,24.8,125.28,82.09,85,61,12.33,JP,1590943158
438,haines junction,60.75,-137.51,50.29,60,100,5.48,CA,1590943158
439,orlik,52.52,99.83,43.03,64,89,7.0,RU,1590943159
440,kununurra,-15.77,128.73,68.0,1,0,6.35,AU,1590942963
441,lincoln,40.8,-96.67,72.0,56,20,17.22,US,1590943159
442,imeni babushkina,59.76,43.13,46.26,95,100,11.39,RU,1590943159
443,nawada,24.88,85.53,80.6,69,75,9.48,IN,1590943159
444,shelburne,44.08,-80.2,53.01,37,1,14.99,CA,1590943037
445,kanniyakumari,8.08,77.57,82.63,81,100,16.84,IN,1590943146
446,rawah,34.48,41.91,86.34,15,0,6.2,IQ,1590943159
447,okato,-39.2,173.88,50.0,77,100,11.01,NZ,1590943160
448,bilma,18.69,12.92,103.73,9,0,8.5,NE,1590943160
449,grand gaube,-20.01,57.66,72.0,82,14,5.01,MU,1590943160
450,sao jose do belmonte,-7.86,-38.76,74.93,79,96,7.63,BR,1590943160
451,queanbeyan,-35.35,149.23,50.0,81,75,10.29,AU,1590943160
452,antofagasta,-23.65,-70.4,66.2,63,0,9.17,CL,1590943160
453,sao felix do xingu,-6.64,-51.99,87.15,58,26,5.55,BR,1590943075
454,touros,-5.2,-35.46,86.0,66,40,11.41,BR,1590943161
455,takaka,-40.85,172.8,57.0,71,100,10.0,NZ,1590943161
456,nabire,-3.37,135.48,76.98,90,100,3.6,ID,1590943161
457,quelimane,-17.88,36.89,77.0,65,40,2.24,MZ,1590943161
458,sao joao da barra,-21.64,-41.05,80.6,44,6,11.41,BR,1590942987
459,calbuco,-41.77,-73.13,48.2,81,90,10.29,CL,1590943161
460,thinadhoo,0.53,72.93,84.27,70,85,10.36,MV,1590943161
461,kapit,2.02,112.93,76.3,94,93,1.59,MY,1590943161
462,kostomuksha,64.57,30.58,52.45,62,90,8.52,RU,1590943161
463,samfya,-11.36,29.56,73.67,53,70,8.95,ZM,1590943162
464,mata,40.68,-7.46,70.0,86,88,1.99,PT,1590943162
465,abu dhabi,24.47,54.37,96.8,59,0,4.7,AE,1590942969
466,faya,18.39,42.45,78.8,57,40,8.05,SA,1590943162
467,pangai,-19.8,-174.35,80.24,85,100,17.54,TO,1590943162
468,mana,5.66,-53.78,80.46,86,93,11.03,GF,1590943162
469,warrenton,-28.11,24.85,62.49,28,0,8.14,ZA,1590943163
470,hutchinson,38.06,-97.93,79.0,47,1,14.99,US,1590943163
471,selma,36.57,-119.61,72.0,63,57,6.93,US,1590943163
472,harper,4.38,-7.72,79.66,82,96,4.23,LR,1590943163
473,ares,-6.19,-35.16,86.0,66,40,11.41,BR,1590943163
474,sidi ali,36.1,0.42,78.46,45,39,13.31,DZ,1590943163
475,ganzhou,28.82,115.43,73.85,87,99,1.21,CN,1590943163
476,san mateo del mar,16.2,-95.0,84.56,61,94,26.51,MX,1590943163
477,taywarah,33.35,64.42,58.8,29,0,6.76,AF,1590943164
478,price,39.6,-110.81,73.4,38,1,10.29,US,1590943164
479,gatesville,31.44,-97.74,84.0,57,1,6.93,US,1590943164
480,margate,51.38,1.39,64.99,61,11,8.99,GB,1590943164
481,chernitsyno,51.51,36.05,62.6,63,75,8.95,RU,1590943164
482,ushtobe,45.25,77.98,74.17,23,0,13.38,KZ,1590943164
483,hovd,48.01,91.64,60.03,30,4,4.36,MN,1590943164
484,evensk,61.95,159.23,39.94,77,91,2.48,RU,1590943164
485,peleduy,59.63,112.74,47.16,56,100,2.77,RU,1590943165
486,svetlogorsk,52.63,29.73,53.17,89,98,11.16,BY,1590943165
487,felipe carrillo puerto,19.58,-88.05,75.97,97,100,4.68,MX,1590943165
488,eqbaliyeh,35.3,51.54,91.4,10,22,11.41,IR,1590943165
489,kargat,55.2,80.28,54.05,81,100,3.24,RU,1590943165
490,zhangye,38.93,100.45,66.72,24,84,8.08,CN,1590943165
491,sitka,57.05,-135.33,50.0,81,90,6.24,US,1590943165
492,sioux lookout,50.1,-91.92,62.6,33,20,10.29,CA,1590943165
493,tazovskiy,67.47,78.7,39.78,71,100,9.93,RU,1590943166
494,puli,23.97,120.97,82.99,94,40,5.82,TW,1590943166
495,balkanabat,39.51,54.37,73.94,62,0,8.63,TM,1590943166
496,plavsk,53.71,37.29,51.28,91,100,11.41,RU,1590943166
497,kariba,-16.52,28.8,70.25,58,43,3.33,ZW,1590943166
498,senanga,-16.12,23.27,72.23,38,20,5.73,ZM,1590943166
499,kashiwazaki,37.37,138.55,64.0,78,58,6.93,JP,1590943166
500,araripe,-7.21,-40.05,76.1,71,78,9.26,BR,1590943166
501,lazaro cardenas,17.96,-102.2,84.27,53,5,6.53,MX,1590943167
502,port hedland,-20.32,118.57,73.4,43,86,10.29,AU,1590943167
503,maarianhamina,60.1,19.93,62.6,39,0,13.87,AX,1590943167
504,raudeberg,61.99,5.14,73.4,37,6,5.82,NO,1590943167
505,cururupu,-1.83,-44.87,81.21,91,100,3.94,BR,1590943167
506,shagonar,51.53,92.8,55.58,57,100,3.44,RU,1590943167
507,mbini,1.57,9.61,82.4,88,75,10.29,GQ,1590943167
508,bara,10.37,10.73,95.95,35,100,8.43,NG,1590943167
509,dongli,23.57,116.82,78.8,100,40,2.24,CN,1590943168
510,mirabad,30.44,61.84,90.16,10,0,14.76,AF,1590943168
511,xichang,27.9,102.26,64.4,71,67,2.13,CN,1590943168
512,coihaique,-45.58,-72.07,42.8,81,20,3.36,CL,1590943168
513,katsuura,35.13,140.3,68.0,91,86,12.71,JP,1590943168
514,masasi,-10.72,38.8,71.58,65,17,4.63,TZ,1590943168
515,kloulklubed,7.04,134.26,78.8,83,40,5.82,PW,1590943168
516,svetlyy,54.67,20.13,62.6,59,0,15.66,RU,1590943168
517,port moresby,-9.44,147.18,77.0,100,75,11.41,PG,1590943169
518,abu samrah,35.3,37.18,74.44,32,6,13.04,SY,1590943169
519,richards bay,-28.78,32.04,69.33,87,0,10.0,ZA,1590943169
520,bitung,1.45,125.18,75.2,100,20,1.12,ID,1590943169
521,nouna,12.73,-3.87,97.56,34,93,8.03,BF,1590943169
522,ixtapa,20.7,-105.2,79.0,78,90,3.36,MX,1590943169
523,rio gallegos,-51.62,-69.22,44.6,70,64,8.05,AR,1590943170
524,pacific grove,36.62,-121.92,61.0,82,90,3.36,US,1590942992
525,ancud,-41.87,-73.82,51.8,76,13,9.17,CL,1590943170
526,nizhniy kuranakh,58.84,125.49,35.53,78,0,1.21,RU,1590943170
527,yichang,30.71,111.28,70.18,76,76,3.67,CN,1590943170
528,xapuri,-10.65,-68.5,93.51,46,73,0.49,BR,1590943170
529,bage,-31.33,-54.11,53.6,62,28,14.99,BR,1590943170
530,muroto,33.28,134.15,69.67,83,100,12.39,JP,1590943170
531,dhidhdhoo,6.88,73.1,83.88,76,99,15.84,MV,1590943171
532,burnie,-41.07,145.92,51.01,86,100,5.99,AU,1590943171
533,liverpool,53.41,-2.98,77.0,27,19,11.41,GB,1590942902
534,chiredzi,-21.05,31.67,68.25,63,0,6.87,ZW,1590943171
535,palauig,15.44,119.9,83.44,66,27,3.58,PH,1590943171
536,carutapera,-1.2,-46.02,80.31,91,100,4.74,BR,1590943171
537,gresham,45.5,-122.43,55.99,76,90,4.7,US,1590942914
538,milove,49.38,40.13,58.6,83,97,10.92,UA,1590943172
539,chingirlau,51.09,54.08,66.07,60,80,11.9,KZ,1590943172
